quarter,department,day,team,smv,wip,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,over_time_scaled,target_met,productivity_level
Quarter3,finished,Thursday,1,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,finished,Thursday,5,4.15,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,finished,Thursday,9,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,sewing,Thursday,1,26.16,1160.0,75,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,sewing,Thursday,8,25.9,1177.0,60,0.0,0,0,56.5,1.3152021125908675,1,High
Quarter3,sewing,Thursday,7,25.9,1281.0,60,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Thursday,9,26.16,1369.0,63,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,sewing,Thursday,6,11.61,1084.0,38,0.0,0,0,31.5,0.11427881061955555,1,High
Quarter3,sewing,Thursday,12,11.61,1216.0,50,0.0,0,0,31.5,0.11427881061955555,1,High
Quarter3,sewing,Thursday,5,20.79,391.0,0,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter3,finished,Thursday,7,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Thursday,3,22.52,1102.0,30,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Thursday,4,22.52,872.0,26,0.0,0,0,56.0,1.6468003377620506,1,Moderate
Quarter3,finished,Thursday,8,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Thursday,10,22.52,1076.0,23,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Thursday,11,14.89,917.0,30,0.0,0,0,55.0,1.593027652599156,1,Low
Quarter3,sewing,Thursday,2,22.94,1044.0,23,0.0,0,0,54.5,1.5661413100177086,0,Low
Quarter3,finished,Saturday,5,4.15,0.0,0,0.0,0,0,15.0,-0.5578797539166265,1,High
Quarter3,finished,Saturday,2,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter3,finished,Saturday,10,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,finished,Saturday,1,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,finished,Saturday,9,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter3,sewing,Saturday,6,11.41,1067.0,63,0.0,0,0,30.5,0.27559686610823925,1,High
Quarter3,sewing,Saturday,12,11.61,1039.0,63,0.0,0,0,31.5,0.3293695512711338,1,High
Quarter3,sewing,Saturday,7,25.9,1396.0,50,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Saturday,8,25.9,1292.0,50,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Saturday,1,48.68,171.0,63,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,sewing,Saturday,9,26.16,1128.0,63,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,sewing,Saturday,2,22.94,865.0,23,0.0,0,0,56.5,0.5982329770856066,1,Moderate
Quarter3,sewing,Saturday,4,22.52,825.0,50,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,finished,Saturday,8,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,finished,Saturday,7,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Saturday,10,22.52,1163.0,35,0.0,0,0,54.0,1.5392549674362614,1,Moderate
Quarter3,sewing,Saturday,3,22.52,1140.0,30,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Saturday,11,14.89,1027.0,38,0.0,0,0,56.0,1.6468003377620506,1,Moderate
Quarter3,finished,Saturday,6,2.9,0.0,0,0.0,0,0,5.0,-1.095606605545572,0,Low
Quarter3,sewing,Saturday,5,41.19,1052.0,21,0.0,0,0,58.0,1.7543457080878397,0,Low
Quarter3,finished,Saturday,11,4.15,0.0,0,0.0,0,0,7.0,-0.988061235219783,0,Low
Quarter3,finished,Sunday,5,4.15,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,finished,Sunday,11,4.15,0.0,0,0.0,0,0,12.0,-0.7191978094053102,1,High
Quarter3,finished,Sunday,6,2.9,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter3,sewing,Sunday,6,11.41,1140.0,63,0.0,0,0,30.5,0.27559686610823925,1,High
Quarter3,sewing,Sunday,7,48.84,624.0,50,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Sunday,8,25.9,1288.0,38,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Sunday,9,26.16,1381.0,50,0.0,0,0,59.0,-0.27109209971452214,1,High
Quarter3,sewing,Sunday,4,22.52,882.0,50,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Sunday,10,22.52,1002.0,40,0.0,0,0,56.0,1.6468003377620506,1,Moderate
Quarter3,finished,Sunday,7,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Sunday,12,26.87,585.0,56,0.0,0,0,31.5,0.3293695512711338,0,Moderate
Quarter3,sewing,Sunday,3,22.52,1138.0,35,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Sunday,11,14.89,1140.0,44,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Sunday,2,22.94,1025.0,26,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,finished,Sunday,8,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Sunday,5,20.4,1031.0,30,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter3,finished,Sunday,9,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,0,Low
Quarter3,sewing,Sunday,1,49.1,1381.0,24,0.0,0,0,57.5,1.7274593655063923,0,Low
Quarter3,finished,Sunday,10,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter3,finished,Monday,4,4.3,0.0,0,0.0,0,0,28.0,0.14116515320100284,1,High
Quarter3,finished,Monday,9,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter3,finished,Monday,5,4.15,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,sewing,Monday,6,11.41,1028.0,50,0.0,0,0,31.0,-0.05600135906294389,1,High
Quarter3,sewing,Monday,8,25.9,1380.0,50,0.0,0,0,56.5,-0.2800542139083379,1,High
Quarter3,sewing,Monday,9,26.16,1196.0,63,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,finished,Monday,12,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Monday,2,22.94,1006.0,38,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Monday,4,22.52,930.0,63,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Monday,3,22.52,1095.0,50,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter3,sewing,Monday,10,22.52,938.0,63,0.0,0,0,56.0,1.6468003377620506,1,Moderate
Quarter3,sewing,Monday,11,14.89,1484.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,finished,Monday,8,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Monday,5,20.4,1255.0,35,0.0,0,0,58.0,1.1090734861331049,1,Moderate
Quarter3,sewing,Monday,7,48.84,1040.0,30,0.0,0,0,57.0,1.7005730229249452,0,Low
Quarter3,sewing,Monday,1,22.94,1492.0,30,0.0,0,0,56.5,1.6736866803434978,1,Low
Quarter3,finished,Monday,10,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter3,finished,Monday,11,4.15,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter3,sewing,Monday,12,15.26,1111.0,23,0.0,0,0,34.0,0.4638012641783702,1,Low
Quarter3,finished,Tuesday,5,4.15,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter3,sewing,Tuesday,6,11.41,1047.0,63,0.0,0,0,31.0,0.30248320868968653,1,High
Quarter3,sewing,Tuesday,8,25.9,1434.0,50,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter3,sewing,Tuesday,9,26.16,399.0,63,0.0,0,0,59.0,1.8081183932507343,1,High
Quarter3,sewing,Tuesday,4,22.52,983.0,63,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Tuesday,10,22.52,1108.0,63,0.0,0,0,56.0,1.6468003377620506,1,Moderate
Quarter3,sewing,Tuesday,3,22.52,1134.0,50,0.0,0,0,57.0,1.1628461712959994,1,Moderate
Quarter3,sewing,Tuesday,2,22.94,1363.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,finished,Tuesday,9,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,0,Moderate
Quarter3,sewing,Tuesday,11,14.89,1501.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Tuesday,5,20.4,1352.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,finished,Tuesday,8,2.9,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter3,sewing,Tuesday,12,15.26,1352.0,23,0.0,0,0,34.0,-0.2531678713268906,1,Low
Quarter3,sewing,Tuesday,7,22.94,1450.0,30,0.0,0,0,56.0,1.6468003377620506,1,Low
Quarter3,finished,Tuesday,11,4.15,0.0,0,0.0,0,0,15.0,-0.5578797539166265,0,Low
Quarter3,finished,Wednesday,4,4.3,0.0,0,0.0,0,0,20.0,0.42795280740310715,1,High
Quarter3,finished,Wednesday,2,3.94,0.0,0,0.0,0,0,17.0,0.15908938158863437,1,High
Quarter3,sewing,Wednesday,4,22.52,825.0,94,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter3,sewing,Wednesday,6,11.61,916.0,75,0.0,0,0,89.0,0.3562558938525811,1,High
Quarter3,finished,Wednesday,9,3.94,0.0,0,0.0,0,0,8.0,-0.6475008958547841,1,High
Quarter3,sewing,Wednesday,8,25.9,562.0,38,0.0,0,0,56.5,0.8670964029000794,1,High
Quarter3,sewing,Wednesday,2,22.94,1422.0,60,0.0,0,0,57.0,1.7722699364754713,1,High
Quarter3,sewing,Wednesday,10,22.52,1206.0,75,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter3,finished,Wednesday,5,4.15,0.0,0,0.0,0,0,8.0,-0.6475008958547841,1,Moderate
Quarter3,sewing,Wednesday,5,20.4,1404.0,50,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter3,sewing,Wednesday,3,22.52,1139.0,63,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Wednesday,11,14.89,1735.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Wednesday,1,22.94,1595.0,34,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter3,sewing,Wednesday,12,15.26,1245.0,23,0.0,0,0,34.0,0.5354981777288963,1,Moderate
Quarter3,finished,Wednesday,8,2.9,0.0,0,0.0,0,0,8.0,-0.6475008958547841,0,Low
Quarter3,sewing,Wednesday,9,54.56,757.0,29,0.0,0,0,58.0,-0.12769827261346997,0,Low
Quarter3,finished,Wednesday,1,3.94,0.0,0,0.0,0,0,8.0,-0.6475008958547841,0,Low
Quarter3,sewing,Wednesday,7,22.52,1720.0,23,0.0,0,0,56.0,1.6468003377620506,1,Low
Quarter3,finished,Wednesday,11,4.15,0.0,0,0.0,0,0,9.0,-0.5578797539166265,0,Low
Quarter4,finished,Thursday,7,3.94,0.0,0,0.0,0,0,10.0,0.42795280740310715,1,High
Quarter4,finished,Thursday,10,3.94,0.0,0,0.0,0,0,14.0,1.144921942908368,1,High
Quarter4,sewing,Thursday,4,22.52,759.0,81,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter4,sewing,Thursday,2,22.94,1510.0,60,0.0,0,0,57.0,1.8081183932507343,1,High
Quarter4,sewing,Thursday,6,11.61,955.0,63,0.0,0,0,32.0,0.5354981777288963,1,High
Quarter4,sewing,Thursday,10,22.52,1328.0,55,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter4,sewing,Thursday,1,22.94,1384.0,63,0.0,0,0,57.0,2.2741483313291537,1,Moderate
Quarter4,sewing,Thursday,3,22.52,1244.0,63,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter4,finished,Thursday,5,4.15,0.0,0,0.0,0,0,15.0,1.3241642267846832,1,Moderate
Quarter4,sewing,Thursday,5,20.4,1480.0,40,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter4,sewing,Thursday,11,14.89,1863.0,50,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter4,finished,Thursday,4,4.3,0.0,0,0.0,0,0,15.0,1.3241642267846832,0,Moderate
Quarter4,finished,Thursday,1,3.94,0.0,0,0.0,0,0,25.0,3.116587065547835,0,Moderate
Quarter4,finished,Thursday,2,3.94,0.0,0,0.0,0,0,25.0,3.116587065547835,0,Moderate
Quarter4,finished,Thursday,6,2.9,0.0,0,0.0,0,0,8.0,0.06946823965047676,0,Moderate
Quarter4,sewing,Thursday,12,15.26,1492.0,23,0.0,0,0,34.0,0.7147404616052115,1,Moderate
Quarter4,sewing,Thursday,7,22.52,1859.0,23,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter4,sewing,Thursday,8,40.99,980.0,30,0.0,0,0,56.5,1.852928964219813,0,Low
Quarter4,sewing,Thursday,9,29.12,970.0,30,0.0,0,0,58.0,1.7543457080878397,1,Low
Quarter4,finished,Thursday,3,3.94,0.0,0,0.0,0,0,20.0,2.2203756461662594,0,Low
Quarter4,finished,Thursday,8,2.9,0.0,0,0.0,0,0,8.0,0.06946823965047676,0,Low
Quarter4,finished,Thursday,12,4.08,0.0,0,0.0,0,0,9.0,0.24871052352679196,0,Low
Quarter4,finished,Saturday,5,4.15,0.0,0,0.0,0,0,15.0,-0.5578797539166265,1,High
Quarter4,finished,Saturday,10,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter4,finished,Saturday,8,2.9,0.0,0,0.0,0,0,9.0,-0.8805158648939938,1,High
Quarter4,sewing,Saturday,2,22.94,1606.0,94,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Saturday,4,22.52,727.0,94,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,finished,Saturday,11,4.15,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter4,finished,Saturday,3,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter4,finished,Saturday,7,3.94,0.0,0,0.0,0,0,12.0,-0.7191978094053102,1,High
Quarter4,finished,Saturday,12,4.08,0.0,0,0.0,0,0,9.0,-0.8805158648939938,1,High
Quarter4,sewing,Saturday,1,22.94,1472.0,75,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Saturday,10,22.52,1332.0,69,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter4,sewing,Saturday,6,11.61,1009.0,63,0.0,0,0,32.0,0.32040743707731806,1,High
Quarter4,sewing,Saturday,3,22.52,1266.0,69,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Saturday,12,15.26,1316.0,40,0.0,0,0,34.0,0.4638012641783702,1,Moderate
Quarter4,sewing,Saturday,11,42.97,1282.0,56,0.0,0,0,57.0,1.7005730229249452,1,Moderate
Quarter4,sewing,Saturday,5,20.4,1382.0,50,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter4,finished,Saturday,4,4.3,0.0,0,0.0,0,0,12.0,-0.7191978094053102,0,Moderate
Quarter4,sewing,Saturday,7,22.52,1295.0,26,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter4,sewing,Saturday,9,29.12,925.0,23,0.0,0,0,58.0,0.6251193196670539,1,Moderate
Quarter4,finished,Saturday,2,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter4,finished,Saturday,1,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter4,sewing,Saturday,8,15.09,1448.0,23,0.0,0,0,52.0,1.4317095971104723,0,Low
Quarter4,finished,Saturday,9,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Low
Quarter4,finished,Sunday,5,4.15,0.0,0,0.0,0,0,17.0,-0.45033438359083733,1,High
Quarter4,finished,Sunday,2,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter4,finished,Sunday,1,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,1,High
Quarter4,finished,Sunday,3,3.94,0.0,0,0.0,0,0,9.0,-0.8805158648939938,1,High
Quarter4,finished,Sunday,10,3.94,0.0,0,0.0,0,0,19.0,-0.34278901326504824,1,High
Quarter4,finished,Sunday,4,4.3,0.0,0,0.0,0,0,12.0,-0.7191978094053102,1,High
Quarter4,sewing,Sunday,4,22.52,867.0,94,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Sunday,2,22.94,1636.0,81,0.0,0,0,58.5,1.781232050669287,1,High
Quarter4,sewing,Sunday,1,22.94,1682.0,75,0.0,0,0,58.5,1.781232050669287,1,High
Quarter4,sewing,Sunday,3,22.52,1495.0,55,0.0,0,0,57.5,1.7274593655063923,1,High
Quarter4,sewing,Sunday,6,11.61,1181.0,63,0.0,0,0,32.0,0.3562558938525811,1,High
Quarter4,sewing,Sunday,10,22.52,1413.0,69,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter4,finished,Sunday,7,3.94,0.0,0,0.0,0,0,14.0,-0.611652439079521,1,Moderate
Quarter4,sewing,Sunday,7,22.52,360.0,40,0.0,0,0,56.5,1.6736866803434978,1,Moderate
Quarter4,sewing,Sunday,12,15.26,1296.0,40,0.0,0,0,34.0,0.4638012641783702,1,Moderate
Quarter4,sewing,Sunday,5,20.4,1217.0,50,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter4,sewing,Sunday,9,29.12,1086.0,26,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter4,finished,Sunday,12,4.08,0.0,0,0.0,0,0,9.0,-0.8805158648939938,0,Moderate
Quarter4,sewing,Sunday,11,42.97,532.0,40,0.0,0,0,57.0,1.7005730229249452,0,Low
Quarter4,sewing,Sunday,8,15.09,1557.0,23,0.0,0,0,52.0,-1.1493792907084666,1,Low
Quarter4,finished,Sunday,8,2.9,0.0,0,0.0,0,0,4.0,-1.1493792907084666,0,Low
Quarter4,finished,Monday,3,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter4,finished,Monday,10,3.94,0.0,0,0.0,0,0,21.0,-0.2352436429392591,1,High
Quarter4,finished,Monday,4,4.3,0.0,0,0.0,0,0,12.0,-0.7191978094053102,1,High
Quarter4,finished,Monday,5,4.15,0.0,0,0.0,0,0,15.0,-0.5578797539166265,1,High
Quarter4,finished,Monday,2,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter4,finished,Monday,1,3.94,0.0,0,0.0,0,0,10.0,-0.8267431797310992,1,High
Quarter4,sewing,Monday,4,22.52,1016.0,60,0.0,0,0,56.5,1.6736866803434978,1,High
Quarter4,sewing,Monday,6,11.61,1072.0,50,0.0,0,0,32.0,0.3562558938525811,1,High
Quarter4,sewing,Monday,3,22.52,1584.0,69,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Monday,2,22.94,1764.0,55,0.0,0,0,57.0,1.7005730229249452,1,High
Quarter4,sewing,Monday,1,22.94,1745.0,60,0.0,0,0,58.0,1.7543457080878397,1,High
Quarter4,sewing,Monday,10,22.52,1250.0,55,0.0,0,0,56.0,1.6468003377620506,1,High
Quarter4,finished,Monday,12,4.08,0.0,0,0.0,0,0,9.0,-0.8805158648939938,1,Moderate
Quarter4,sewing,Monday,5,20.4,1118.0,56,0.0,0,0,58.0,1.7184972513125767,1,Moderate
Quarter4,sewing,Monday,9,29.12,1143.0,40,0.0,0,0,58.0,1.7543457080878397,1,Moderate
Quarter4,sewing,Monday,12,15.26,1337.0,40,0.0,0,0,34.0,0.4638012641783702,1,Moderate
Quarter4,finished,Monday,7,3.94,0.0,0,0.0,0,0,8.0,-0.9342885500568884,0,Moderate
Quarter4,sewing,Monday,8,15.09,1519.0,23,0.0,0,0,52.0,-1.2569246610342557,1,Moderate
Quarter4,sewing,Monday,11,28.08,749.0,23,0.0,0,0,57.0,1.7005730229249452,1,Low
Quarter4,sewing,Tuesday,2,22.52,1635.0,119,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter4,sewing,Tuesday,3,22.52,1299.0,119,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter4,finished,Tuesday,10,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter4,finished,Tuesday,4,4.3,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter4,finished,Tuesday,5,4.15,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter4,sewing,Tuesday,10,22.52,1134.0,70,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter4,finished,Tuesday,3,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter4,sewing,Tuesday,4,22.52,1106.0,60,0.0,0,0,56.5,0.660967776442317,1,High
Quarter4,finished,Tuesday,8,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter4,finished,Tuesday,12,4.15,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter4,finished,Tuesday,7,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter4,sewing,Tuesday,1,22.94,1871.0,55,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter4,finished,Tuesday,2,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,Moderate
Quarter4,finished,Tuesday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,Moderate
Quarter4,sewing,Tuesday,9,29.12,1294.0,50,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter4,sewing,Tuesday,12,15.26,1462.0,40,0.0,0,0,34.0,-0.1456225010011015,1,Moderate
Quarter4,sewing,Tuesday,8,15.09,976.0,23,0.0,0,0,52.0,-1.2927731178095188,1,Moderate
Quarter4,sewing,Tuesday,6,30.4,338.0,34,0.0,0,0,32.0,-0.21731941455162757,0,Moderate
Quarter4,finished,Tuesday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter4,sewing,Tuesday,5,20.79,1455.0,30,0.0,0,0,58.0,0.7147404616052115,1,Low
Quarter4,sewing,Tuesday,11,48.18,1282.0,23,0.0,0,0,54.0,0.5713466345041593,0,Low
Quarter4,sewing,Wednesday,2,22.52,1559.0,90,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter4,sewing,Wednesday,3,22.52,1350.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter4,finished,Wednesday,6,2.9,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter4,finished,Wednesday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter4,finished,Wednesday,2,3.94,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter4,sewing,Wednesday,10,22.52,1175.0,60,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter4,sewing,Wednesday,1,22.94,1868.0,81,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter4,finished,Wednesday,10,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter4,sewing,Wednesday,5,20.79,1045.0,88,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter4,sewing,Wednesday,4,22.52,1342.0,50,0.0,0,0,56.5,0.660967776442317,1,High
Quarter4,finished,Wednesday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,Moderate
Quarter4,sewing,Wednesday,9,29.12,1340.0,63,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter4,sewing,Wednesday,12,15.26,1429.0,45,0.0,0,0,35.0,-0.28901632810215366,1,Moderate
Quarter4,finished,Wednesday,4,4.3,0.0,0,0.0,0,0,12.0,-0.9342885500568884,0,Moderate
Quarter4,finished,Wednesday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter4,sewing,Wednesday,11,20.1,1413.0,46,0.0,0,0,54.0,0.39210435062784416,1,Low
Quarter4,sewing,Wednesday,8,38.09,336.0,0,0.0,0,0,52.0,0.49964972095363325,0,Low
Quarter4,sewing,Wednesday,6,18.79,511.0,23,0.0,0,0,32.0,-0.8267431797310992,1,Low
Quarter4,finished,Wednesday,7,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter4,sewing,Wednesday,7,23.54,958.0,0,0.0,0,0,55.0,0.6071950912794224,0,Low
Quarter4,finished,Wednesday,11,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter5,sewing,Thursday,2,22.52,1416.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter5,finished,Thursday,4,4.3,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,sewing,Thursday,3,22.52,1287.0,100,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter5,sewing,Thursday,4,22.52,1444.0,88,0.0,0,0,57.5,0.69681623321758,1,High
Quarter5,sewing,Thursday,10,22.52,1088.0,88,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter5,finished,Thursday,6,2.9,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Thursday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter5,finished,Thursday,11,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter5,finished,Thursday,10,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Thursday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,sewing,Thursday,1,22.94,1579.0,81,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter5,sewing,Thursday,9,29.12,1170.0,53,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter5,sewing,Thursday,5,20.79,1015.0,81,0.0,0,0,59.0,0.7505889183804746,1,High
Quarter5,finished,Thursday,2,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,0,Moderate
Quarter5,sewing,Thursday,12,15.26,1436.0,45,0.0,0,0,35.0,-0.10977404422583845,1,Moderate
Quarter5,finished,Thursday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Moderate
Quarter5,sewing,Thursday,11,20.1,1601.0,46,0.0,0,0,51.0,-0.07392558745057541,1,Moderate
Quarter5,sewing,Thursday,6,18.79,717.0,23,0.0,0,0,33.0,-0.18147095777636452,1,Low
Quarter5,finished,Thursday,3,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter5,sewing,Thursday,7,23.54,830.0,0,0.0,0,0,55.0,0.6071950912794224,0,Low
Quarter5,sewing,Saturday,3,22.52,1136.0,113,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter5,sewing,Saturday,2,22.52,1397.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
